prompt,response,ground truth
" Calculate the NDVI for the town of Orchards, Canada, on 02/02/2023.", Please provide more detailed location information within Orchards and confirm the date (dd/mm/yyyy) for NDVI calculation.,aircraft category object detection
" Calculate the NDVI for the village of Meadowland, India, in the summer of 2021.", I'm ready to assist. Please specify a more precise location within Meadowland and confirm the season and year for NDVI calculation.,change of building/land/water body detection
" Calculate the NDVI for the commune of Riverbend, Australia, on 15/07/2022.", Please provide more specific location details within Riverbend and confirm the date (dd/mm/yyyy) for NDVI calculation.,calculate Normalized difference vegetation index (NDVI)
 Calculate the NDVI for a given location and date.," To assist you effectively, please provide the location (administrative area ward/commune/subdistrict/town/village level) and the specific date or time frame (dd/mm/yyyy or dd/mm/yyyy-dd/mm/yyyy) for NDVI calculation.",aircraft category object detection
" Calculate the NDVI for the town of Greenfield, USA, on 15/07/2019.", Please specify a more detailed location within Greenfield and confirm the date (dd/mm/yyyy) for NDVI calculation.,aircraft category object detection
" Calculate the NDVI for the commune of Woodlands, Canada, over the past year."," Absolutely. To proceed, could you provide more precise location details within Woodlands and confirm the relative time frame (e.g., past year) for NDVI calculation?",land use/land cover in segmentation
" Calculate the NDVI for the administrative area of Leafville, Australia, during the year 2020.", I'm here to assist. Could you specify a more precise location within Leafville and confirm the year (yyyy) for NDVI calculation?,calculate Normalized difference vegetation index (NDVI)
" Calculate the NDVI for the village of Meadowland, India, from 01/04/2021 to 31/10/2021.", Please provide more specific location details within Meadowland and confirm the date range (dd/mm/yyyy-dd/mm/yyyy) for NDVI calculation.,change of building/land/water body detection
" Calculate the NDVI for the subdistrict of Riverside, France, during the year 2021."," Of course, I can do that. Please specify a more precise location within Riverside and confirm the year (yyyy) for NDVI calculation.",calculate Normalized difference vegetation index (NDVI)
" Calculate the NDVI for the administrative area of Fieldville, USA, last month."," Sure thing. To proceed, could you provide more detailed information about the specific location within Fieldville and confirm the relative time frame (e.g., last month) for NDVI calculation?",calculate Normalized difference vegetation index (NDVI)
" Calculate the NDVI for the town of Orchards, Canada, on 02/02/2022.", Please provide more detailed location information within Orchards and confirm the date (dd/mm/yyyy) for NDVI calculation.,tree counting/detection
" Calculate the NDVI for the village of Meadowland, India, in the summer of 2021.", I'm ready to assist. Please specify a more precise location within Meadowland and confirm the season and year for NDVI calculation.,calculate Normalized difference vegetation index (NDVI)
" Calculate the NDVI for the commune of Riverbend, Australia, on 15/07/2022.", Please provide more specific location details within Riverbend and confirm the date (dd/mm/yyyy) for NDVI calculation.,calculate Normalized difference vegetation index (NDVI)
 Count the number of cars in a given location and date.," To assist you effectively, please provide the location (administrative area ward/commune/subdistrict/town/village level) and the specific date or time frame (dd/mm/yyyy or dd/mm/yyyy-dd/mm/yyyy) for vehicle counting or detection.",change of building/land/water body detection
