prompt,response,ground truth
" Perform aircraft category object detection in Ward 3, Delhi, India."," Of course, I can help with aircraft category detection. Could you please provide the specific date or date range for this task?",tree counting/detection
" Conduct aircraft category object detection in Subdistrict XYZ, Vietnam."," Certainly, I can assist with that. May I know the precise date or date range you'd like to focus on for the object detection?",land use/land cover in segmentation
 Perform aircraft category object detection in the skies above Singapore during the month of December 2020.," Understood, I'll focus on December 2020. Just to clarify, are you interested in detecting aircraft during the entire month or specific days within December?",cloud removal from aerial image
" Conduct aircraft category object detection in the airspace over Bali, Indonesia, for the period between 01/06/2015 and 31/12/2015."," Great, I have the location and time frame. Could you please specify the categories or types of aircraft you want to detect?",cloud removal from aerial image
" Perform aircraft category object detection in the airspace around the Phi Phi Islands in Thailand, captured between 15/03/2018 and 15/03/2019.", I see the location and time frame. Are there any specific aircraft categories you want to prioritize or any unique challenges in this area?,calculate Normalized difference vegetation index (NDVI)
" Conduct aircraft category object detection in the skies above Darjeeling, West Bengal, India, for the years 2010 to 2020, with a focus on commercial airliners."," Understood, I'll focus on commercial airliners during the specified years. Do you have any preferences for the detection model or accuracy thresholds?",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
" Perform aircraft category object detection in the airspace over the Riau Islands, Indonesia, for the past decade, excluding the months affected by volcanic ash clouds."," Certainly, I'll exclude those months. To ensure accuracy, do you have access to any specific aviation data sources for this task?",calculate Normalized difference vegetation index (NDVI)
" Conduct aircraft category object detection in the airspace over the mountainous regions of Northern Vietnam, covering Lào Cai, Yên Bái, and Hà Giang provinces, for the years 2016 to 2021, with monthly updates."," Great, I'll provide monthly updates for those provinces. Would you like to include weather conditions as a factor in the detection model?",cloud removal from aerial image
" Perform aircraft category object detection in the skies above the mangrove forests in the Riau Islands, Indonesia, for the past 15 years, excluding data from the months affected by severe storms."," Understood, I'll exclude the storm-affected months. Are there specific aircraft categories you want to exclude from the detection?",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
" Conduct aircraft category object detection in the airspace over the historical rubber plantations in Southern Thailand, spanning from 2005 to 2025, with a focus on detecting military aircraft."," Certainly, I'll focus on military aircraft detection over that extended period. Would you like to receive real-time alerts for detections or periodic reports summarizing the findings?",aircraft category object detection
" Perform tree counting in Ward 4, Delhi, India."," Of course, I can assist with tree counting. To proceed, could you please specify the date or date range for this task?",change of building/land/water body detection
" Conduct tree counting in Commune ABC, Vietnam."," Certainly, I can help with that. May I know the exact date or date range you'd like to focus on for the tree counting?",aircraft category object detection
 Perform tree counting in the urban parks of Singapore during the month of July 2020.," Understood, I'll focus on July 2020. Is there a specific area within the parks you want to prioritize for tree counting?",tree counting/detection
" Conduct tree counting in the rainforests of Bali, Indonesia, between 01/06/2015 and 31/12/2015."," Great, I have the location and time frame. Could you provide any additional details about the tree species or size classes you are interested in?",tree counting/detection
" Perform tree counting in the mangrove forests near the Phi Phi Islands in Thailand, captured between 15/03/2018 and 15/03/2019.", I see the location and time frame. Are there specific tree species or environmental conditions that I should consider during the tree counting?,change of building/land/water body detection
" Conduct tree counting in the tea plantations of Darjeeling, West Bengal, India, for the years 2010 to 2020, with a focus on identifying trends in tree growth."," Understood, I'll focus on trends in tree growth during the specified years. Do you have any preferences for the tree counting methodology or analysis criteria?",cloud removal from aerial image
" Perform tree counting in the oil palm plantations of Riau, Indonesia, for the past decade, excluding the months affected by haze (June to October)."," Certainly, I'll exclude the haze-affected months. Would you like to differentiate between mature and young trees during the counting?",cloud removal from aerial image
" Conduct tree counting in the mountainous regions of Northern Vietnam, covering Lào Cai, Yên Bái, and Hà Giang provinces, for the years 2016 to 2021, with monthly updates."," Great, I'll provide monthly updates for those provinces. Do you have any specific preferences for classifying tree types (e.g., coniferous, deciduous)?",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
" Perform tree counting in the historical rubber plantations of Southern Thailand, spanning from 2005 to 2025, with a focus on assessing tree health."," Understood, I'll assess tree health over the specified period. Would you like to include factors such as disease detection in the analysis?",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
" Conduct tree counting in the coastal mangrove ecosystems of the Riau Islands, Indonesia, for the past 15 years, excluding data from periods affected by extreme weather events."," Certainly, I'll exclude the weather-affected periods. Do you have specific guidelines for distinguishing between tree canopies and other vegetation?",aircraft category object detection
